week,visibility,seed,n_readers,n_nonreaders,reading_rate,nonreading_rate,visibility_condition
19,1.0,89,0,30,0.0,1.0,high
20,1.0,89,0,30,0.0,1.0,high
1,1.0,90,30,0,1.0,0.0,high
2,1.0,90,27,3,0.9,0.1,high
3,1.0,90,25,5,0.8333333333333334,0.16666666666666666,high
4,1.0,90,22,8,0.7333333333333333,0.26666666666666666,high
5,1.0,90,19,11,0.6333333333333333,0.36666666666666664,high
6,1.0,90,11,19,0.36666666666666664,0.6333333333333333,high
7,1.0,90,3,27,0.1,0.9,high
8,1.0,90,0,30,0.0,1.0,high
9,1.0,90,0,30,0.0,1.0,high
10,1.0,90,0,30,0.0,1.0,high
11,1.0,90,0,30,0.0,1.0,high
12,1.0,90,0,30,0.0,1.0,high
13,1.0,90,0,30,0.0,1.0,high
14,1.0,90,0,30,0.0,1.0,high
15,1.0,90,0,30,0.0,1.0,high
16,1.0,90,0,30,0.0,1.0,high
17,1.0,90,0,30,0.0,1.0,high
18,1.0,90,0,30,0.0,1.0,high
19,1.0,90,0,30,0.0,1.0,high
20,1.0,90,0,30,0.0,1.0,high
1,1.0,91,30,0,1.0,0.0,high
2,1.0,91,29,1,0.9666666666666667,0.03333333333333333,high
3,1.0,91,29,1,0.9666666666666667,0.03333333333333333,high
4,1.0,91,28,2,0.9333333333333333,0.06666666666666667,high
5,1.0,91,25,5,0.8333333333333334,0.16666666666666666,high
6,1.0,91,21,9,0.7,0.3,high
7,1.0,91,17,13,0.5666666666666667,0.43333333333333335,high
8,1.0,91,4,26,0.13333333333333333,0.8666666666666667,high
9,1.0,91,0,30,0.0,1.0,high
10,1.0,91,0,30,0.0,1.0,high
11,1.0,91,0,30,0.0,1.0,high
12,1.0,91,0,30,0.0,1.0,high
13,1.0,91,0,30,0.0,1.0,high
14,1.0,91,0,30,0.0,1.0,high
15,1.0,91,0,30,0.0,1.0,high
16,1.0,91,0,30,0.0,1.0,high
17,1.0,91,0,30,0.0,1.0,high
18,1.0,91,0,30,0.0,1.0,high
19,1.0,91,0,30,0.0,1.0,high
20,1.0,91,0,30,0.0,1.0,high
1,1.0,92,30,0,1.0,0.0,high
2,1.0,92,29,1,0.9666666666666667,0.03333333333333333,high
3,1.0,92,29,1,0.9666666666666667,0.03333333333333333,high
4,1.0,92,28,2,0.9333333333333333,0.06666666666666667,high
5,1.0,92,28,2,0.9333333333333333,0.06666666666666667,high
6,1.0,92,27,3,0.9,0.1,high
7,1.0,92,26,4,0.8666666666666667,0.13333333333333333,high
8,1.0,92,25,5,0.8333333333333334,0.16666666666666666,high
9,1.0,92,25,5,0.8333333333333334,0.16666666666666666,high
10,1.0,92,23,7,0.7666666666666667,0.23333333333333334,high
11,1.0,92,18,12,0.6,0.4,high
12,1.0,92,10,20,0.3333333333333333,0.6666666666666666,high
13,1.0,92,2,28,0.06666666666666667,0.9333333333333333,high
14,1.0,92,0,30,0.0,1.0,high
15,1.0,92,0,30,0.0,1.0,high
16,1.0,92,0,30,0.0,1.0,high
17,1.0,92,0,30,0.0,1.0,high
18,1.0,92,0,30,0.0,1.0,high
19,1.0,92,0,30,0.0,1.0,high
20,1.0,92,0,30,0.0,1.0,high
1,1.0,93,30,0,1.0,0.0,high
2,1.0,93,28,2,0.9333333333333333,0.06666666666666667,high
3,1.0,93,27,3,0.9,0.1,high
4,1.0,93,25,5,0.8333333333333334,0.16666666666666666,high
5,1.0,93,22,8,0.7333333333333333,0.26666666666666666,high
6,1.0,93,18,12,0.6,0.4,high
7,1.0,93,11,19,0.36666666666666664,0.6333333333333333,high
8,1.0,93,1,29,0.03333333333333333,0.9666666666666667,high
9,1.0,93,0,30,0.0,1.0,high
10,1.0,93,0,30,0.0,1.0,high
11,1.0,93,0,30,0.0,1.0,high
12,1.0,93,0,30,0.0,1.0,high
13,1.0,93,0,30,0.0,1.0,high
14,1.0,93,0,30,0.0,1.0,high
15,1.0,93,0,30,0.0,1.0,high
16,1.0,93,0,30,0.0,1.0,high
17,1.0,93,0,30,0.0,1.0,high
18,1.0,93,0,30,0.0,1.0,high
19,1.0,93,0,30,0.0,1.0,high
20,1.0,93,0,30,0.0,1.0,high
1,1.0,94,30,0,1.0,0.0,high
2,1.0,94,30,0,1.0,0.0,high
3,1.0,94,29,1,0.9666666666666667,0.03333333333333333,high
4,1.0,94,27,3,0.9,0.1,high
5,1.0,94,25,5,0.8333333333333334,0.16666666666666666,high
6,1.0,94,24,6,0.8,0.2,high
7,1.0,94,21,9,0.7,0.3,high
8,1.0,94,16,14,0.5333333333333333,0.4666666666666667,high
9,1.0,94,3,27,0.1,0.9,high
10,1.0,94,0,30,0.0,1.0,high
11,1.0,94,0,30,0.0,1.0,high
12,1.0,94,0,30,0.0,1.0,high
13,1.0,94,0,30,0.0,1.0,high
14,1.0,94,0,30,0.0,1.0,high
15,1.0,94,0,30,0.0,1.0,high
16,1.0,94,0,30,0.0,1.0,high
17,1.0,94,0,30,0.0,1.0,high
18,1.0,94,0,30,0.0,1.0,high
19,1.0,94,0,30,0.0,1.0,high
20,1.0,94,0,30,0.0,1.0,high
1,1.0,95,30,0,1.0,0.0,high
2,1.0,95,29,1,0.9666666666666667,0.03333333333333333,high
3,1.0,95,26,4,0.8666666666666667,0.13333333333333333,high
4,1.0,95,26,4,0.8666666666666667,0.13333333333333333,high
5,1.0,95,25,5,0.8333333333333334,0.16666666666666666,high
6,1.0,95,24,6,0.8,0.2,high
7,1.0,95,23,7,0.7666666666666667,0.23333333333333334,high
8,1.0,95,20,10,0.6666666666666666,0.3333333333333333,high
9,1.0,95,13,17,0.43333333333333335,0.5666666666666667,high
10,1.0,95,4,26,0.13333333333333333,0.8666666666666667,high
11,1.0,95,0,30,0.0,1.0,high
12,1.0,95,0,30,0.0,1.0,high
13,1.0,95,0,30,0.0,1.0,high
14,1.0,95,0,30,0.0,1.0,high
15,1.0,95,0,30,0.0,1.0,high
16,1.0,95,0,30,0.0,1.0,high
17,1.0,95,0,30,0.0,1.0,high
18,1.0,95,0,30,0.0,1.0,high
19,1.0,95,0,30,0.0,1.0,high
20,1.0,95,0,30,0.0,1.0,high
1,1.0,96,30,0,1.0,0.0,high
2,1.0,96,27,3,0.9,0.1,high
3,1.0,96,27,3,0.9,0.1,high
4,1.0,96,25,5,0.8333333333333334,0.16666666666666666,high
5,1.0,96,24,6,0.8,0.2,high
6,1.0,96,21,9,0.7,0.3,high
7,1.0,96,12,18,0.4,0.6,high
8,1.0,96,0,30,0.0,1.0,high
9,1.0,96,0,30,0.0,1.0,high
10,1.0,96,0,30,0.0,1.0,high
11,1.0,96,0,30,0.0,1.0,high
12,1.0,96,0,30,0.0,1.0,high
13,1.0,96,0,30,0.0,1.0,high
14,1.0,96,0,30,0.0,1.0,high
15,1.0,96,0,30,0.0,1.0,high
16,1.0,96,0,30,0.0,1.0,high
17,1.0,96,0,30,0.0,1.0,high
18,1.0,96,0,30,0.0,1.0,high
19,1.0,96,0,30,0.0,1.0,high
20,1.0,96,0,30,0.0,1.0,high
1,1.0,97,30,0,1.0,0.0,high
2,1.0,97,28,2,0.9333333333333333,0.06666666666666667,high
3,1.0,97,28,2,0.9333333333333333,0.06666666666666667,high
4,1.0,97,25,5,0.8333333333333334,0.16666666666666666,high
5,1.0,97,24,6,0.8,0.2,high
6,1.0,97,23,7,0.7666666666666667,0.23333333333333334,high
7,1.0,97,22,8,0.7333333333333333,0.26666666666666666,high
8,1.0,97,15,15,0.5,0.5,high
9,1.0,97,6,24,0.2,0.8,high
10,1.0,97,0,30,0.0,1.0,high
11,1.0,97,0,30,0.0,1.0,high
12,1.0,97,0,30,0.0,1.0,high
13,1.0,97,0,30,0.0,1.0,high
14,1.0,97,0,30,0.0,1.0,high
15,1.0,97,0,30,0.0,1.0,high
16,1.0,97,0,30,0.0,1.0,high
17,1.0,97,0,30,0.0,1.0,high
18,1.0,97,0,30,0.0,1.0,high
19,1.0,97,0,30,0.0,1.0,high
20,1.0,97,0,30,0.0,1.0,high
1,1.0,98,30,0,1.0,0.0,high
2,1.0,98,27,3,0.9,0.1,high
3,1.0,98,24,6,0.8,0.2,high
4,1.0,98,24,6,0.8,0.2,high
5,1.0,98,23,7,0.7666666666666667,0.23333333333333334,high
6,1.0,98,20,10,0.6666666666666666,0.3333333333333333,high
7,1.0,98,15,15,0.5,0.5,high
8,1.0,98,9,21,0.3,0.7,high
9,1.0,98,0,30,0.0,1.0,high
10,1.0,98,0,30,0.0,1.0,high
11,1.0,98,0,30,0.0,1.0,high
12,1.0,98,0,30,0.0,1.0,high
13,1.0,98,0,30,0.0,1.0,high
14,1.0,98,0,30,0.0,1.0,high
15,1.0,98,0,30,0.0,1.0,high
16,1.0,98,0,30,0.0,1.0,high
17,1.0,98,0,30,0.0,1.0,high
18,1.0,98,0,30,0.0,1.0,high
19,1.0,98,0,30,0.0,1.0,high
20,1.0,98,0,30,0.0,1.0,high
1,1.0,99,30,0,1.0,0.0,high
2,1.0,99,29,1,0.9666666666666667,0.03333333333333333,high
3,1.0,99,28,2,0.9333333333333333,0.06666666666666667,high
4,1.0,99,27,3,0.9,0.1,high
5,1.0,99,27,3,0.9,0.1,high
6,1.0,99,27,3,0.9,0.1,high
7,1.0,99,26,4,0.8666666666666667,0.13333333333333333,high
8,1.0,99,25,5,0.8333333333333334,0.16666666666666666,high
9,1.0,99,23,7,0.7666666666666667,0.23333333333333334,high
10,1.0,99,20,10,0.6666666666666666,0.3333333333333333,high
11,1.0,99,17,13,0.5666666666666667,0.43333333333333335,high
12,1.0,99,12,18,0.4,0.6,high
13,1.0,99,4,26,0.13333333333333333,0.8666666666666667,high
14,1.0,99,0,30,0.0,1.0,high
15,1.0,99,0,30,0.0,1.0,high
16,1.0,99,0,30,0.0,1.0,high
17,1.0,99,0,30,0.0,1.0,high
18,1.0,99,0,30,0.0,1.0,high
19,1.0,99,0,30,0.0,1.0,high
20,1.0,99,0,30,0.0,1.0,high
1,0.5,0,30,0,1.0,0.0,low
2,0.5,0,30,0,1.0,0.0,low
3,0.5,0,29,1,0.9666666666666667,0.03333333333333333,low
4,0.5,0,27,3,0.9,0.1,low
5,0.5,0,26,4,0.8666666666666667,0.13333333333333333,low
6,0.5,0,25,5,0.8333333333333334,0.16666666666666666,low
7,0.5,0,23,7,0.7666666666666667,0.23333333333333334,low
8,0.5,0,23,7,0.7666666666666667,0.23333333333333334,low
9,0.5,0,21,9,0.7,0.3,low
10,0.5,0,21,9,0.7,0.3,low
11,0.5,0,19,11,0.6333333333333333,0.36666666666666664,low
12,0.5,0,18,12,0.6,0.4,low
13,0.5,0,15,15,0.5,0.5,low
14,0.5,0,14,16,0.4666666666666667,0.5333333333333333,low
15,0.5,0,12,18,0.4,0.6,low
16,0.5,0,10,20,0.3333333333333333,0.6666666666666666,low
17,0.5,0,7,23,0.23333333333333334,0.7666666666666667,low
18,0.5,0,5,25,0.16666666666666666,0.8333333333333334,low
19,0.5,0,3,27,0.1,0.9,low
20,0.5,0,3,27,0.1,0.9,low
1,0.5,1,30,0,1.0,0.0,low
2,0.5,1,29,1,0.9666666666666667,0.03333333333333333,low
3,0.5,1,27,3,0.9,0.1,low
4,0.5,1,27,3,0.9,0.1,low
5,0.5,1,26,4,0.8666666666666667,0.13333333333333333,low
6,0.5,1,25,5,0.8333333333333334,0.16666666666666666,low
7,0.5,1,24,6,0.8,0.2,low
8,0.5,1,22,8,0.7333333333333333,0.26666666666666666,low
9,0.5,1,20,10,0.6666666666666666,0.3333333333333333,low
10,0.5,1,19,11,0.6333333333333333,0.36666666666666664,low
11,0.5,1,17,13,0.5666666666666667,0.43333333333333335,low
12,0.5,1,15,15,0.5,0.5,low
13,0.5,1,14,16,0.4666666666666667,0.5333333333333333,low
14,0.5,1,10,20,0.3333333333333333,0.6666666666666666,low
15,0.5,1,8,22,0.26666666666666666,0.7333333333333333,low
16,0.5,1,6,24,0.2,0.8,low
17,0.5,1,4,26,0.13333333333333333,0.8666666666666667,low
18,0.5,1,3,27,0.1,0.9,low
19,0.5,1,2,28,0.06666666666666667,0.9333333333333333,low
20,0.5,1,2,28,0.06666666666666667,0.9333333333333333,low
1,0.5,2,30,0,1.0,0.0,low
2,0.5,2,29,1,0.9666666666666667,0.03333333333333333,low
3,0.5,2,25,5,0.8333333333333334,0.16666666666666666,low
4,0.5,2,25,5,0.8333333333333334,0.16666666666666666,low
5,0.5,2,24,6,0.8,0.2,low
6,0.5,2,24,6,0.8,0.2,low
7,0.5,2,22,8,0.7333333333333333,0.26666666666666666,low
8,0.5,2,19,11,0.6333333333333333,0.36666666666666664,low
9,0.5,2,17,13,0.5666666666666667,0.43333333333333335,low
10,0.5,2,17,13,0.5666666666666667,0.43333333333333335,low
11,0.5,2,15,15,0.5,0.5,low
12,0.5,2,13,17,0.43333333333333335,0.5666666666666667,low
13,0.5,2,12,18,0.4,0.6,low
14,0.5,2,11,19,0.36666666666666664,0.6333333333333333,low
15,0.5,2,8,22,0.26666666666666666,0.7333333333333333,low
16,0.5,2,7,23,0.23333333333333334,0.7666666666666667,low
17,0.5,2,4,26,0.13333333333333333,0.8666666666666667,low
18,0.5,2,2,28,0.06666666666666667,0.9333333333333333,low
19,0.5,2,0,30,0.0,1.0,low
20,0.5,2,0,30,0.0,1.0,low
1,0.5,3,30,0,1.0,0.0,low
2,0.5,3,28,2,0.9333333333333333,0.06666666666666667,low
3,0.5,3,27,3,0.9,0.1,low
4,0.5,3,26,4,0.8666666666666667,0.13333333333333333,low
5,0.5,3,25,5,0.8333333333333334,0.16666666666666666,low
6,0.5,3,22,8,0.7333333333333333,0.26666666666666666,low
7,0.5,3,21,9,0.7,0.3,low
8,0.5,3,15,15,0.5,0.5,low
9,0.5,3,11,19,0.36666666666666664,0.6333333333333333,low
10,0.5,3,7,23,0.23333333333333334,0.7666666666666667,low
11,0.5,3,3,27,0.1,0.9,low
12,0.5,3,2,28,0.06666666666666667,0.9333333333333333,low
13,0.5,3,0,30,0.0,1.0,low
14,0.5,3,0,30,0.0,1.0,low
15,0.5,3,0,30,0.0,1.0,low
16,0.5,3,0,30,0.0,1.0,low
17,0.5,3,0,30,0.0,1.0,low
18,0.5,3,0,30,0.0,1.0,low
19,0.5,3,0,30,0.0,1.0,low
20,0.5,3,0,30,0.0,1.0,low
1,0.5,4,30,0,1.0,0.0,low
2,0.5,4,30,0,1.0,0.0,low
3,0.5,4,30,0,1.0,0.0,low
4,0.5,4,30,0,1.0,0.0,low
5,0.5,4,27,3,0.9,0.1,low
6,0.5,4,24,6,0.8,0.2,low
7,0.5,4,23,7,0.7666666666666667,0.23333333333333334,low
8,0.5,4,21,9,0.7,0.3,low
9,0.5,4,20,10,0.6666666666666666,0.3333333333333333,low
10,0.5,4,16,14,0.5333333333333333,0.4666666666666667,low
11,0.5,4,14,16,0.4666666666666667,0.5333333333333333,low
12,0.5,4,12,18,0.4,0.6,low
13,0.5,4,11,19,0.36666666666666664,0.6333333333333333,low
14,0.5,4,10,20,0.3333333333333333,0.6666666666666666,low
15,0.5,4,9,21,0.3,0.7,low
16,0.5,4,7,23,0.23333333333333334,0.7666666666666667,low
17,0.5,4,4,26,0.13333333333333333,0.8666666666666667,low
18,0.5,4,3,27,0.1,0.9,low
19,0.5,4,0,30,0.0,1.0,low
20,0.5,4,0,30,0.0,1.0,low
1,0.5,5,30,0,1.0,0.0,low
2,0.5,5,27,3,0.9,0.1,low
3,0.5,5,25,5,0.8333333333333334,0.16666666666666666,low
4,0.5,5,23,7,0.7666666666666667,0.23333333333333334,low
5,0.5,5,20,10,0.6666666666666666,0.3333333333333333,low
6,0.5,5,18,12,0.6,0.4,low
7,0.5,5,16,14,0.5333333333333333,0.4666666666666667,low
8,0.5,5,14,16,0.4666666666666667,0.5333333333333333,low
9,0.5,5,10,20,0.3333333333333333,0.6666666666666666,low
10,0.5,5,7,23,0.23333333333333334,0.7666666666666667,low
11,0.5,5,6,24,0.2,0.8,low
12,0.5,5,2,28,0.06666666666666667,0.9333333333333333,low
13,0.5,5,2,28,0.06666666666666667,0.9333333333333333,low
14,0.5,5,0,30,0.0,1.0,low
15,0.5,5,0,30,0.0,1.0,low
16,0.5,5,0,30,0.0,1.0,low
17,0.5,5,0,30,0.0,1.0,low
18,0.5,5,0,30,0.0,1.0,low
19,0.5,5,0,30,0.0,1.0,low
20,0.5,5,0,30,0.0,1.0,low
1,0.5,6,30,0,1.0,0.0,low
2,0.5,6,29,1,0.9666666666666667,0.03333333333333333,low
3,0.5,6,29,1,0.9666666666666667,0.03333333333333333,low
4,0.5,6,27,3,0.9,0.1,low
5,0.5,6,27,3,0.9,0.1,low
6,0.5,6,25,5,0.8333333333333334,0.16666666666666666,low
7,0.5,6,25,5,0.8333333333333334,0.16666666666666666,low
8,0.5,6,23,7,0.7666666666666667,0.23333333333333334,low
9,0.5,6,22,8,0.7333333333333333,0.26666666666666666,low
10,0.5,6,19,11,0.6333333333333333,0.36666666666666664,low
11,0.5,6,16,14,0.5333333333333333,0.4666666666666667,low
12,0.5,6,13,17,0.43333333333333335,0.5666666666666667,low
13,0.5,6,11,19,0.36666666666666664,0.6333333333333333,low
14,0.5,6,7,23,0.23333333333333334,0.7666666666666667,low
15,0.5,6,4,26,0.13333333333333333,0.8666666666666667,low
16,0.5,6,1,29,0.03333333333333333,0.9666666666666667,low
17,0.5,6,0,30,0.0,1.0,low
18,0.5,6,0,30,0.0,1.0,low
19,0.5,6,0,30,0.0,1.0,low
20,0.5,6,0,30,0.0,1.0,low
1,0.5,7,30,0,1.0,0.0,low
2,0.5,7,26,4,0.8666666666666667,0.13333333333333333,low
3,0.5,7,23,7,0.7666666666666667,0.23333333333333334,low
4,0.5,7,20,10,0.6666666666666666,0.3333333333333333,low
5,0.5,7,20,10,0.6666666666666666,0.3333333333333333,low
6,0.5,7,17,13,0.5666666666666667,0.43333333333333335,low
7,0.5,7,15,15,0.5,0.5,low
8,0.5,7,14,16,0.4666666666666667,0.5333333333333333,low
9,0.5,7,8,22,0.26666666666666666,0.7333333333333333,low
10,0.5,7,7,23,0.23333333333333334,0.7666666666666667,low
11,0.5,7,5,25,0.16666666666666666,0.8333333333333334,low
12,0.5,7,3,27,0.1,0.9,low
13,0.5,7,1,29,0.03333333333333333,0.9666666666666667,low
14,0.5,7,0,30,0.0,1.0,low
15,0.5,7,0,30,0.0,1.0,low
16,0.5,7,0,30,0.0,1.0,low
17,0.5,7,0,30,0.0,1.0,low
18,0.5,7,0,30,0.0,1.0,low
19,0.5,7,0,30,0.0,1.0,low
20,0.5,7,0,30,0.0,1.0,low
1,0.5,8,30,0,1.0,0.0,low
2,0.5,8,29,1,0.9666666666666667,0.03333333333333333,low
3,0.5,8,29,1,0.9666666666666667,0.03333333333333333,low
4,0.5,8,28,2,0.9333333333333333,0.06666666666666667,low
5,0.5,8,27,3,0.9,0.1,low
6,0.5,8,25,5,0.8333333333333334,0.16666666666666666,low
7,0.5,8,25,5,0.8333333333333334,0.16666666666666666,low
8,0.5,8,25,5,0.8333333333333334,0.16666666666666666,low
9,0.5,8,24,6,0.8,0.2,low
10,0.5,8,22,8,0.7333333333333333,0.26666666666666666,low
11,0.5,8,21,9,0.7,0.3,low
12,0.5,8,21,9,0.7,0.3,low
13,0.5,8,21,9,0.7,0.3,low
14,0.5,8,21,9,0.7,0.3,low
15,0.5,8,20,10,0.6666666666666666,0.3333333333333333,low
16,0.5,8,18,12,0.6,0.4,low
17,0.5,8,16,14,0.5333333333333333,0.4666666666666667,low
18,0.5,8,12,18,0.4,0.6,low
19,0.5,8,10,20,0.3333333333333333,0.6666666666666666,low
20,0.5,8,9,21,0.3,0.7,low
1,0.5,9,30,0,1.0,0.0,low
2,0.5,9,30,0,1.0,0.0,low
3,0.5,9,29,1,0.9666666666666667,0.03333333333333333,low
4,0.5,9,28,2,0.9333333333333333,0.06666666666666667,low
5,0.5,9,28,2,0.9333333333333333,0.06666666666666667,low
6,0.5,9,26,4,0.8666666666666667,0.13333333333333333,low
7,0.5,9,25,5,0.8333333333333334,0.16666666666666666,low
8,0.5,9,24,6,0.8,0.2,low
9,0.5,9,23,7,0.7666666666666667,0.23333333333333334,low
10,0.5,9,19,11,0.6333333333333333,0.36666666666666664,low
11,0.5,9,19,11,0.6333333333333333,0.36666666666666664,low
12,0.5,9,17,13,0.5666666666666667,0.43333333333333335,low
13,0.5,9,16,14,0.5333333333333333,0.4666666666666667,low
14,0.5,9,16,14,0.5333333333333333,0.4666666666666667,low
15,0.5,9,15,15,0.5,0.5,low
16,0.5,9,14,16,0.4666666666666667,0.5333333333333333,low
17,0.5,9,11,19,0.36666666666666664,0.6333333333333333,low
18,0.5,9,6,24,0.2,0.8,low
19,0.5,9,4,26,0.13333333333333333,0.8666666666666667,low
20,0.5,9,3,27,0.1,0.9,low
1,0.5,10,30,0,1.0,0.0,low
2,0.5,10,30,0,1.0,0.0,low
3,0.5,10,29,1,0.9666666666666667,0.03333333333333333,low
4,0.5,10,28,2,0.9333333333333333,0.06666666666666667,low
5,0.5,10,28,2,0.9333333333333333,0.06666666666666667,low
6,0.5,10,28,2,0.9333333333333333,0.06666666666666667,low
7,0.5,10,26,4,0.8666666666666667,0.13333333333333333,low
8,0.5,10,26,4,0.8666666666666667,0.13333333333333333,low
9,0.5,10,26,4,0.8666666666666667,0.13333333333333333,low
10,0.5,10,25,5,0.8333333333333334,0.16666666666666666,low
11,0.5,10,25,5,0.8333333333333334,0.16666666666666666,low
12,0.5,10,22,8,0.7333333333333333,0.26666666666666666,low
13,0.5,10,22,8,0.7333333333333333,0.26666666666666666,low
14,0.5,10,21,9,0.7,0.3,low
15,0.5,10,20,10,0.6666666666666666,0.3333333333333333,low
16,0.5,10,19,11,0.6333333333333333,0.36666666666666664,low
17,0.5,10,18,12,0.6,0.4,low
18,0.5,10,16,14,0.5333333333333333,0.4666666666666667,low
19,0.5,10,16,14,0.5333333333333333,0.4666666666666667,low
20,0.5,10,13,17,0.43333333333333335,0.5666666666666667,low
1,0.5,11,30,0,1.0,0.0,low
2,0.5,11,27,3,0.9,0.1,low
3,0.5,11,25,5,0.8333333333333334,0.16666666666666666,low
4,0.5,11,24,6,0.8,0.2,low
5,0.5,11,23,7,0.7666666666666667,0.23333333333333334,low
6,0.5,11,22,8,0.7333333333333333,0.26666666666666666,low
7,0.5,11,21,9,0.7,0.3,low
8,0.5,11,18,12,0.6,0.4,low
9,0.5,11,15,15,0.5,0.5,low
10,0.5,11,12,18,0.4,0.6,low
11,0.5,11,9,21,0.3,0.7,low
12,0.5,11,6,24,0.2,0.8,low
13,0.5,11,2,28,0.06666666666666667,0.9333333333333333,low
14,0.5,11,1,29,0.03333333333333333,0.9666666666666667,low
15,0.5,11,0,30,0.0,1.0,low
16,0.5,11,0,30,0.0,1.0,low
17,0.5,11,0,30,0.0,1.0,low
18,0.5,11,0,30,0.0,1.0,low
19,0.5,11,0,30,0.0,1.0,low
20,0.5,11,0,30,0.0,1.0,low
1,0.5,12,30,0,1.0,0.0,low
2,0.5,12,29,1,0.9666666666666667,0.03333333333333333,low
3,0.5,12,29,1,0.9666666666666667,0.03333333333333333,low
4,0.5,12,27,3,0.9,0.1,low
5,0.5,12,25,5,0.8333333333333334,0.16666666666666666,low
6,0.5,12,24,6,0.8,0.2,low
7,0.5,12,24,6,0.8,0.2,low
8,0.5,12,22,8,0.7333333333333333,0.26666666666666666,low
9,0.5,12,21,9,0.7,0.3,low
10,0.5,12,18,12,0.6,0.4,low
11,0.5,12,15,15,0.5,0.5,low
12,0.5,12,12,18,0.4,0.6,low
13,0.5,12,8,22,0.26666666666666666,0.7333333333333333,low
14,0.5,12,6,24,0.2,0.8,low
15,0.5,12,5,25,0.16666666666666666,0.8333333333333334,low
16,0.5,12,2,28,0.06666666666666667,0.9333333333333333,low
17,0.5,12,0,30,0.0,1.0,low
18,0.5,12,0,30,0.0,1.0,low
19,0.5,12,0,30,0.0,1.0,low
20,0.5,12,0,30,0.0,1.0,low
1,0.5,13,30,0,1.0,0.0,low
2,0.5,13,29,1,0.9666666666666667,0.03333333333333333,low
3,0.5,13,29,1,0.9666666666666667,0.03333333333333333,low
4,0.5,13,26,4,0.8666666666666667,0.13333333333333333,low
5,0.5,13,25,5,0.8333333333333334,0.16666666666666666,low
6,0.5,13,24,6,0.8,0.2,low
7,0.5,13,22,8,0.7333333333333333,0.26666666666666666,low
8,0.5,13,19,11,0.6333333333333333,0.36666666666666664,low
9,0.5,13,18,12,0.6,0.4,low
10,0.5,13,16,14,0.5333333333333333,0.4666666666666667,low
11,0.5,13,15,15,0.5,0.5,low
12,0.5,13,14,16,0.4666666666666667,0.5333333333333333,low
13,0.5,13,10,20,0.3333333333333333,0.6666666666666666,low
14,0.5,13,6,24,0.2,0.8,low
15,0.5,13,3,27,0.1,0.9,low
16,0.5,13,3,27,0.1,0.9,low
17,0.5,13,1,29,0.03333333333333333,0.9666666666666667,low
18,0.5,13,1,29,0.03333333333333333,0.9666666666666667,low
19,0.5,13,1,29,0.03333333333333333,0.9666666666666667,low
20,0.5,13,0,30,0.0,1.0,low
1,0.5,14,30,0,1.0,0.0,low
2,0.5,14,28,2,0.9333333333333333,0.06666666666666667,low
3,0.5,14,26,4,0.8666666666666667,0.13333333333333333,low
4,0.5,14,24,6,0.8,0.2,low
5,0.5,14,24,6,0.8,0.2,low
6,0.5,14,24,6,0.8,0.2,low
7,0.5,14,24,6,0.8,0.2,low
8,0.5,14,21,9,0.7,0.3,low
9,0.5,14,20,10,0.6666666666666666,0.3333333333333333,low
10,0.5,14,19,11,0.6333333333333333,0.36666666666666664,low
11,0.5,14,18,12,0.6,0.4,low
12,0.5,14,16,14,0.5333333333333333,0.4666666666666667,low
13,0.5,14,13,17,0.43333333333333335,0.5666666666666667,low
14,0.5,14,13,17,0.43333333333333335,0.5666666666666667,low
15,0.5,14,10,20,0.3333333333333333,0.6666666666666666,low
16,0.5,14,9,21,0.3,0.7,low
17,0.5,14,5,25,0.16666666666666666,0.8333333333333334,low
18,0.5,14,1,29,0.03333333333333333,0.9666666666666667,low
19,0.5,14,1,29,0.03333333333333333,0.9666666666666667,low
20,0.5,14,0,30,0.0,1.0,low
1,0.5,15,30,0,1.0,0.0,low
2,0.5,15,28,2,0.9333333333333333,0.06666666666666667,low
3,0.5,15,26,4,0.8666666666666667,0.13333333333333333,low
4,0.5,15,26,4,0.8666666666666667,0.13333333333333333,low
5,0.5,15,25,5,0.8333333333333334,0.16666666666666666,low
6,0.5,15,24,6,0.8,0.2,low
7,0.5,15,22,8,0.7333333333333333,0.26666666666666666,low
8,0.5,15,21,9,0.7,0.3,low
9,0.5,15,17,13,0.5666666666666667,0.43333333333333335,low
10,0.5,15,16,14,0.5333333333333333,0.4666666666666667,low
11,0.5,15,15,15,0.5,0.5,low
12,0.5,15,12,18,0.4,0.6,low
13,0.5,15,11,19,0.36666666666666664,0.6333333333333333,low
14,0.5,15,10,20,0.3333333333333333,0.6666666666666666,low
15,0.5,15,5,25,0.16666666666666666,0.8333333333333334,low
16,0.5,15,3,27,0.1,0.9,low
17,0.5,15,1,29,0.03333333333333333,0.9666666666666667,low
18,0.5,15,1,29,0.03333333333333333,0.9666666666666667,low
19,0.5,15,0,30,0.0,1.0,low
20,0.5,15,0,30,0.0,1.0,low
1,0.5,16,30,0,1.0,0.0,low
2,0.5,16,29,1,0.9666666666666667,0.03333333333333333,low
3,0.5,16,29,1,0.9666666666666667,0.03333333333333333,low
4,0.5,16,28,2,0.9333333333333333,0.06666666666666667,low
5,0.5,16,26,4,0.8666666666666667,0.13333333333333333,low
6,0.5,16,25,5,0.8333333333333334,0.16666666666666666,low
7,0.5,16,24,6,0.8,0.2,low
8,0.5,16,23,7,0.7666666666666667,0.23333333333333334,low
